OBJECTID,date,ndvi
0,2024-04-07,0.5619391327825014
0,2024-04-09,0.5260660293922278
0,2024-04-13,0.4889255509033873
0,2024-04-19,0.38517452371820143
0,2024-04-21,0.4398603162069734
0,2024-04-22,0.46635389301846203
0,2024-04-23,0.5122115846132749
0,2024-04-24,0.5032624847864098
0,2024-04-30,0.5688333935091539
0,2024-05-04,0.5770530847161273
0,2024-05-13,0.6354700570831048
0,2024-05-17,0.6111045414709614
0,2024-05-20,0.6379073117371777
0,2024-05-22,0.613405663955362
0,2024-05-23,0.6448144959801838
0,2024-05-27,0.6465625857103675
0,2024-05-30,0.6323553557194528
0,2024-05-31,0.6394823067016936
0,2024-06-05,0.6102929044672244
0,2024-06-06,0.5749736708464755
0,2024-06-07,0.592958451363652
0,2024-06-10,0.596888204753497
0,2024-06-11,0.6049038651090236
0,2024-06-12,0.5805445768907707
0,2024-06-13,0.5944964837321722
0,2024-06-14,0.5797750584973258
0,2024-06-15,0.6114779172594967
0,2024-06-19,0.6047509926331939
0,2024-06-22,0.5729955023484641
0,2024-06-29,0.6368381418635148
0,2024-07-06,0.6550937135730938
0,2024-07-08,0.6518562053234709
0,2024-07-09,0.6238583111200631
0,2024-07-10,0.663513284035587
0,2024-07-11,0.6503117446773862
0,2024-07-12,0.6297081776261657
0,2024-07-19,0.6163604619145981
0,2024-07-22,0.6287093839995886
0,2024-07-25,0.660898448213796
0,2024-07-29,0.6516076452576454
0,2024-07-30,0.6657635829504936
0,2024-07-31,0.6627644566605526
0,2024-08-01,0.6302970346355595
0,2024-08-07,0.6139541433463042
0,2024-08-08,0.643121917105218
0,2024-08-09,0.6250266505674026
0,2024-08-15,0.6447122461901742
0,2024-08-16,0.6919322973806912
0,2024-08-25,0.6362010058111629
0,2024-08-26,0.6469864502622737
0,2024-08-27,0.6546002093475727
0,2024-08-29,0.63230252331322
0,2024-09-04,0.6281075365126165
0,2024-09-06,0.6285004649787438
0,2024-09-08,0.6235781453562123
0,2024-09-14,0.6366010991283255
0,2024-09-17,0.6250555778164427
0,2024-09-19,0.6114769128411273
0,2024-09-20,0.6072729532364235
0,2024-09-21,0.6275702396461876
0,2024-09-23,0.6412951479360943
0,2024-09-24,0.6426235247102989
0,2024-09-27,0.6162995272001851
0,2024-10-01,0.6425741742877469
0,2024-10-02,0.6373130978298135
0,2024-10-06,0.620367823363789
0,2024-10-11,0.633856157647079
0,2024-10-12,0.6329585424309174
0,2024-10-13,0.6318763151184518
0,2024-10-22,0.5993337625994241
0,2024-10-23,0.6437696330310614
0,2024-10-25,0.5709794337973121
0,2024-10-26,0.6284859343929992
0,2024-11-06,0.5900639185065826
0,2024-11-09,0.5677162793986561
0,2024-11-10,0.581362106482275
0,2024-11-14,0.5722780797877811
0,2024-11-17,0.5552217836113206
0,2024-11-18,0.559945027513028
0,2024-11-19,0.5405377227398176
0,2024-12-01,0.4831259722769816
0,2024-12-07,0.49509997846527015
0,2024-12-13,0.5143959267219212
0,2024-12-18,0.4796065237910553
1,2024-04-07,0.5234659493154303
1,2024-04-09,0.5078187243448742
1,2024-04-13,0.6365026569833901
1,2024-04-19,0.6995416717183088
1,2024-04-21,0.7452968308883385
1,2024-04-22,0.7824546137009197
1,2024-04-23,0.8104785763461905
1,2024-04-24,0.7855968930235377
1,2024-04-30,0.8035566989105772
1,2024-05-04,0.8005280138819129
1,2024-05-13,0.8780121769835634
1,2024-05-17,0.8788844647929404
1,2024-05-20,0.8812717040199526
1,2024-05-22,0.8672238988863293
1,2024-05-23,0.900717775213468
1,2024-05-27,0.8822107682248818
1,2024-05-30,0.8752884171978108
1,2024-05-31,0.8911883032111124
1,2024-06-05,0.5339523128583058
1,2024-06-06,0.4212589928252247
1,2024-06-07,0.41146339625153716
1,2024-06-10,0.409201455793079
1,2024-06-11,0.4064036466001005
1,2024-06-12,0.4197048686284358
1,2024-06-13,0.4614782737889049
1,2024-06-14,0.4986047995652701
1,2024-06-15,0.5826771610925403
1,2024-06-19,0.7190252242929144
1,2024-06-22,0.7453249757521173
1,2024-06-29,0.8642581338656321
1,2024-07-06,0.8662315894703569
1,2024-07-08,0.4326746781201829
1,2024-07-09,0.4007393912807212
1,2024-07-10,0.4196943819604413
1,2024-07-11,0.37926022578675717
1,2024-07-12,0.3638712096445953
1,2024-07-19,0.6455195677165423
1,2024-07-22,0.7623838753745432
1,2024-07-25,0.8518761528569202
1,2024-07-29,0.8357521227722258
1,2024-07-30,0.8770396230969743
1,2024-07-31,0.8596165316434868
1,2024-08-01,0.8306062133034277
1,2024-08-07,0.5603441440280928
1,2024-08-08,0.46756872759235846
1,2024-08-09,0.42520147257174773
1,2024-08-15,0.4216439550245077
1,2024-08-16,0.47332946025728734
1,2024-08-25,0.7690481190571038
1,2024-08-26,0.7870333635710203
1,2024-08-27,0.8167324868585136
1,2024-08-29,0.8203164916994302
1,2024-09-04,0.8438131906316574
1,2024-09-06,0.8505021963818695
1,2024-09-08,0.8425506634610388
1,2024-09-14,0.881038764678629
1,2024-09-17,0.5265885745925489
1,2024-09-19,0.4490356054176698
1,2024-09-20,0.43240432505369175
1,2024-09-21,0.4200986260976497
1,2024-09-23,0.42807580061312506
1,2024-09-24,0.47005193674550116
1,2024-09-27,0.5383755555904359
1,2024-10-01,0.6616838530751511
1,2024-10-02,0.682294688631207
1,2024-10-06,0.7397942393958813
1,2024-10-11,0.7726698759028007
1,2024-10-12,0.7759468581672064
1,2024-10-13,0.7682093209293867
1,2024-10-22,0.7808523861432011
1,2024-10-23,0.8036632569885862
1,2024-10-25,0.7160010045551379
1,2024-10-26,0.7802577582399501
1,2024-11-06,0.7330857487399761
1,2024-11-09,0.7033357481987287
1,2024-11-10,0.697204836153593
1,2024-11-14,0.7001660005715572
1,2024-11-17,0.6809644378821207
1,2024-11-18,0.6559824884822557
1,2024-11-19,0.6343971370178568
1,2024-12-01,0.46054611048807526
1,2024-12-07,0.3454056757365294
1,2024-12-13,0.28069572885454736
1,2024-12-18,0.2608885441744462
2,2024-04-07,0.26851429061720483
2,2024-04-09,0.25366748885939233
2,2024-04-13,0.23511924659069255
2,2024-04-19,0.24609155083971382
2,2024-04-21,0.2579664412200319
2,2024-04-22,0.2426041562911412
2,2024-04-23,0.24831713488255266
2,2024-04-24,0.24443284265217918
2,2024-04-30,0.24880362297108854
2,2024-05-04,0.26992358019505264
2,2024-05-13,0.26582580025074487
2,2024-05-17,0.2741163131138702
2,2024-05-20,0.3084599733881305
2,2024-05-22,0.29397231142166713
2,2024-05-23,0.298390052270995
2,2024-05-27,0.32863628784991683
2,2024-05-30,0.31163139935343337
2,2024-05-31,0.3141782299642288
2,2024-06-05,0.29256437517322614
2,2024-06-06,0.27347977462734724
2,2024-06-07,0.283703704630985
2,2024-06-10,0.2938192498657497
2,2024-06-11,0.2940994905526781
2,2024-06-12,0.28334996124064576
2,2024-06-13,0.28222023568502286
2,2024-06-14,0.2824866047455308
2,2024-06-15,0.29836894033224776
2,2024-06-19,0.29176218916730184
2,2024-06-22,0.2833962958562136
2,2024-06-29,0.2900358145094235
2,2024-07-06,0.2905496736852134
2,2024-07-08,0.29120454978519955
2,2024-07-09,0.28304180813470065
2,2024-07-10,0.30509062299707246
2,2024-07-11,0.293538535513529
2,2024-07-12,0.29049628484011225
2,2024-07-19,0.2694674743517011
2,2024-07-22,0.283561165211206
2,2024-07-25,0.2858817022285546
2,2024-07-29,0.2916549039785719
2,2024-07-30,0.2874136034506652
2,2024-07-31,0.2837127888546286
2,2024-08-01,0.29359886017184034
2,2024-08-07,0.2808051944571958
2,2024-08-08,0.29430830928015866
2,2024-08-09,0.2848777686413006
2,2024-08-15,0.27951174987657634
2,2024-08-16,0.306891261606153
2,2024-08-25,0.3031152018950942
2,2024-08-26,0.3055682467779933
2,2024-08-27,0.3225799019215112
2,2024-08-29,0.31001863669926205
2,2024-09-04,0.3179194076098254
2,2024-09-06,0.3212641950721487
2,2024-09-08,0.32035875003247993
2,2024-09-14,0.3169561754044831
2,2024-09-17,0.31745771928267047
2,2024-09-19,0.30279764314977137
2,2024-09-20,0.30081129391283257
2,2024-09-21,0.3122762946490438
2,2024-09-23,0.3161187351675097
2,2024-09-24,0.32537209115377286
2,2024-09-27,0.2909060053180432
2,2024-10-01,0.2957030844001178
2,2024-10-02,0.28926417991485937
2,2024-10-06,0.2772246570121951
2,2024-10-11,0.26819405904630333
2,2024-10-12,0.2629802898398524
2,2024-10-13,0.27384510590073274
2,2024-10-22,0.25303783543622677
2,2024-10-23,0.2677913927979057
2,2024-10-25,0.24096263538707385
2,2024-10-26,0.26544534552123755
2,2024-11-06,0.24078259182610692
2,2024-11-09,0.22624986399039462
2,2024-11-10,0.23130507374021272
2,2024-11-14,0.23619854370929186
2,2024-11-17,0.22078129668986454
2,2024-11-18,0.22719499541491997
2,2024-11-19,0.22032711934091775
2,2024-12-01,0.20961522950301414
2,2024-12-07,0.2240174287174335
2,2024-12-13,0.2157252918590199
2,2024-12-18,0.2087199344338969
3,2024-04-07,0.4999746251185396
3,2024-04-09,0.4864425897937411
3,2024-04-13,0.6178032576161688
3,2024-04-19,0.6650084552068516
3,2024-04-21,0.7058028834755808
3,2024-04-22,0.7414724654753437
3,2024-04-23,0.7807312966749644
3,2024-04-24,0.7626126126126126
3,2024-04-30,0.7906544496799431
3,2024-05-04,0.7827091482930298
3,2024-05-13,0.8607320005037933
3,2024-05-17,0.8657683588193457
3,2024-05-20,0.8692382349454718
3,2024-05-22,0.8553167785384068
3,2024-05-23,0.8872701443219535
3,2024-05-27,0.8719603855500238
3,2024-05-30,0.8588768558854908
3,2024-05-31,0.8826655294274538
3,2024-06-05,0.49082077554528214
3,2024-06-06,0.4126678076102418
3,2024-06-07,0.4048095587363679
3,2024-06-10,0.39951500637150306
3,2024-06-11,0.4052912184388336
3,2024-06-12,0.41359338882467994
3,2024-06-13,0.4393523200420816
3,2024-06-14,0.4766743717401612
3,2024-06-15,0.5607211189396634
3,2024-06-19,0.6874555939574443
3,2024-06-22,0.7323540388661688
3,2024-06-29,0.8529027382645804
3,2024-07-06,0.7073305161658369
3,2024-07-08,0.4125947390647226
3,2024-07-09,0.40390416629623044
3,2024-07-10,0.40215519796111904
3,2024-07-11,0.3698000014817449
3,2024-07-12,0.36692745376955904
3,2024-07-19,0.6392911517603129
3,2024-07-22,0.7458044393077288
3,2024-07-25,0.8339428861427217
3,2024-07-29,0.8214913206792319
3,2024-07-30,0.8587398870910384
3,2024-07-31,0.8459276093527738
3,2024-08-01,0.8163998599751067
3,2024-08-07,0.4593787506667852
3,2024-08-08,0.432550694197487
3,2024-08-09,0.39975676231330015
3,2024-08-15,0.39561167355678045
3,2024-08-16,0.4531282413169749
3,2024-08-25,0.7559616617028212
3,2024-08-26,0.7679269370110242
3,2024-08-27,0.8003106107752489
3,2024-08-29,0.7935869154516358
3,2024-09-04,0.832799627341157
3,2024-09-06,0.8321979463015647
3,2024-09-08,0.8282813240872451
3,2024-09-14,0.8674182817686107
3,2024-09-17,0.5013657057550972
3,2024-09-19,0.4382443452910147
3,2024-09-20,0.4051336904338549
3,2024-09-21,0.41040958207385014
3,2024-09-23,0.4177029620080607
3,2024-09-24,0.4655787417763158
3,2024-09-27,0.5549656049964438
3,2024-10-01,0.6602242250474158
3,2024-10-02,0.6753119999110953
3,2024-10-06,0.7276939974513987
3,2024-10-11,0.7633489472202466
3,2024-10-12,0.7593247132823613
3,2024-10-13,0.7603991635550024
3,2024-10-22,0.7692825946834992
3,2024-10-23,0.8039230122392129
3,2024-10-25,0.7150500829777146
3,2024-10-26,0.7683400197072072
3,2024-11-06,0.7221163855055713
3,2024-11-09,0.6899847935929351
3,2024-11-10,0.6874237827465624
3,2024-11-14,0.6860412221431959
3,2024-11-17,0.6651631586356093
3,2024-11-18,0.642092899848862
3,2024-11-19,0.6217363179380038
3,2024-12-01,0.25032403908843054
3,2024-12-07,0.23616321142277147
3,2024-12-13,0.215720040044156
3,2024-12-18,0.20177969138958038
4,2024-04-07,0.35422785260621986
4,2024-04-09,0.340957039805081
4,2024-04-13,0.36783303219448094
4,2024-04-19,0.3346414394437144
4,2024-04-21,0.31177439224704334
4,2024-04-22,0.2628420492498905
4,2024-04-23,0.23549900076653527
4,2024-04-24,0.2168783193714411
4,2024-04-30,0.19878983245729304
4,2024-05-04,0.2152827454281647
4,2024-05-13,0.20410890275952695
4,2024-05-17,0.21192277157249234
4,2024-05-20,0.23186925098554534
4,2024-05-22,0.2058518123083662
4,2024-05-23,0.18736799509964958
4,2024-05-27,0.23907283453788875
4,2024-05-30,0.226762380913272
4,2024-05-31,0.2287245058585195
4,2024-06-05,0.2519985011498029
4,2024-06-06,0.2256202091546211
4,2024-06-07,0.23626940292378448
4,2024-06-10,0.31075756953569866
4,2024-06-11,0.3177875533837056
4,2024-06-12,0.30794558284056067
4,2024-06-13,0.3413867444152431
4,2024-06-14,0.3154782632501095
4,2024-06-15,0.35886169513797633
4,2024-06-19,0.4558885307161629
4,2024-06-22,0.5082991472295225
4,2024-06-29,0.7210570658125274
4,2024-07-06,0.7912521901007447
4,2024-07-08,0.7831697601839684
4,2024-07-09,0.7854284384581691
4,2024-07-10,0.8066107506570303
4,2024-07-11,0.7786121605343845
4,2024-07-12,0.7591262866841875
4,2024-07-19,0.7985665790626368
4,2024-07-22,0.7926774666009636
4,2024-07-25,0.8319660260621988
4,2024-07-29,0.8116928109943058
4,2024-07-30,0.8439930327420061
4,2024-07-31,0.8337552699299168
4,2024-08-01,0.7958374397722295
4,2024-08-07,0.7736281756460798
4,2024-08-08,0.7940868648707841
4,2024-08-09,0.7918929165712877
4,2024-08-15,0.8266728947656592
4,2024-08-16,0.8662643725361366
4,2024-08-25,0.8047922826325011
4,2024-08-26,0.7985626095050372
4,2024-08-27,0.8251409877354359
4,2024-08-29,0.7976441360052562
4,2024-09-04,0.7793814334209374
4,2024-09-06,0.7660617197766098
4,2024-09-08,0.7408175919842312
4,2024-09-14,0.7468360572711344
4,2024-09-17,0.7105389701051248
4,2024-09-19,0.6791244387866842
4,2024-09-20,0.692973061760841
4,2024-09-21,0.6605432818659658
4,2024-09-23,0.6458221090670171
4,2024-09-24,0.5585405031756461
4,2024-09-27,0.4844074408672799
4,2024-10-01,0.4167450996495839
4,2024-10-02,0.40813492389399914
4,2024-10-06,0.3468618593955322
4,2024-10-11,0.300442879434954
4,2024-10-12,0.27713452693823915
4,2024-10-13,0.3000409617279895
4,2024-10-22,0.24037731329391152
4,2024-10-23,0.24121697738720982
4,2024-10-25,0.232275514673675
4,2024-10-26,0.23667886621222076
4,2024-11-06,0.1925232356000876
4,2024-11-09,0.1754434611804643
4,2024-11-10,0.18647007090451162
4,2024-11-14,0.198709414695576
