OBJECTID,date,ndvi
1432,2024-04-07,0.24792933678112108
1432,2024-04-09,0.23768782714014347
1432,2024-04-13,0.24649550676982226
1432,2024-04-19,0.287058159379929
1432,2024-04-21,0.3032409031105921
1432,2024-04-22,0.29007552659965724
1432,2024-04-23,0.3164767492341058
1432,2024-04-24,0.31491764978539794
1432,2024-04-30,0.3232257771740779
1432,2024-05-04,0.34709391493266195
1432,2024-05-13,0.3221745684262012
1432,2024-05-17,0.30141159609318124
1432,2024-05-20,0.32008548061756853
1432,2024-05-22,0.28276899190123755
1432,2024-05-23,0.2831649428517805
1432,2024-05-27,0.2833643253495814
1432,2024-05-30,0.27425265479973004
1432,2024-05-31,0.26326688948374183
1432,2024-06-05,0.25234602493326863
1432,2024-06-06,0.2506449198844334
1432,2024-06-07,0.2815149941799624
1432,2024-06-11,0.35624933647779666
1432,2024-06-12,0.38259087173547074
1432,2024-06-13,0.39576226141637344
1432,2024-06-14,0.4382594367075649
1432,2024-06-15,0.48271317309588085
1432,2024-06-19,0.551767409874727
1432,2024-06-22,0.5668500989595971
1432,2024-06-29,0.6819721491294589
1432,2024-07-06,0.6982955654915373
1432,2024-07-08,0.6825000047394443
1432,2024-07-09,0.6729170853175807
1432,2024-07-10,0.6919172805826862
1432,2024-07-11,0.46998705420786824
1432,2024-07-12,0.4256167024178749
1432,2024-07-19,0.3898987986456564
1432,2024-07-22,0.4802252018055387
1432,2024-07-25,0.5789632892122665
1432,2024-07-29,0.629234515761496
1432,2024-07-30,0.6587390376653118
1432,2024-07-31,0.6695434896149296
1432,2024-08-01,0.6566247715587843
1432,2024-08-07,0.6757446377927081
1432,2024-08-08,0.7044976615581776
1432,2024-08-09,0.7153874235053689
1432,2024-08-15,0.7419340582155424
1432,2024-08-16,0.7688391134016319
1432,2024-08-25,0.4131852881013407
1432,2024-08-26,0.38379480907622543
1432,2024-08-27,0.3876344106406212
1432,2024-08-29,0.3895880095850522
1432,2024-09-04,0.5562262790812302
1432,2024-09-06,0.5973068344682723
1432,2024-09-08,0.6460105490551444
1432,2024-09-14,0.7077290146884858
1432,2024-09-17,0.7104998715610592
1432,2024-09-19,0.686122480511405
1432,2024-09-20,0.7080362491658578
1432,2024-09-21,0.6962417865430114
1432,2024-09-23,0.715864211602918
1432,2024-09-24,0.7294628029452803
1432,2024-09-27,0.7273339038044467
1432,2024-10-01,0.7330310120798956
1432,2024-10-02,0.7372330034048168
1432,2024-10-06,0.718262666638862
1432,2024-10-11,0.47912994584710933
1432,2024-10-12,0.4357723244415039
1432,2024-10-13,0.4483455370074769
1432,2024-10-22,0.37134203763877094
